date;station/location;station_name;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
1915-06-01;BAS;Basel / Binningen;;;59;979.1;76.0;15402;18.8;8.5;29.3;71.3
1915-05-01;BAS;Basel / Binningen;;;67;977.2;123.1;12240;15.4;4.8;25.3;76.0
1915-04-01;BAS;Basel / Binningen;;;65;978.6;99.5;10044;8.3;-2.0;23.5;75.3
1915-03-01;BAS;Basel / Binningen;;;75;976.8;78.8;5184;4.3;-7.2;16.8;76.9
1915-02-01;BAS;Basel / Binningen;;;71;973.6;37.8;4176;2.7;-5.2;11.6;79.1
1915-01-01;BAS;Basel / Binningen;;;84;969.4;55.6;2172;2.0;-9.9;13.0;78.4
1914-12-01;BAS;Basel / Binningen;;;71;975.7;84.0;4578;4.7;-2.6;18.3;79.2
1914-11-01;BAS;Basel / Binningen;;;75;977.6;29.7;4728;4.2;-6.2;13.0;83.7
1914-10-01;BAS;Basel / Binningen;;;72;978.7;22.4;6462;9.4;-0.5;18.3;85.0
1914-09-01;BAS;Basel / Binningen;;;62;982.8;78.8;9522;13.9;2.5;26.3;81.7
1914-08-01;BAS;Basel / Binningen;;;53;981.4;140.6;13110;17.7;8.7;29.4;82.1
1914-07-01;BAS;Basel / Binningen;;;67;977.7;111.4;11646;17.4;8.0;29.5;77.8
1914-06-01;BAS;Basel / Binningen;;;60;979.0;110.6;12390;15.3;5.0;27.6;78.4
1914-05-01;BAS;Basel / Binningen;;;78;980.7;123.9;7566;11.7;3.2;27.3;79.9
1914-04-01;BAS;Basel / Binningen;;;48;982.2;40.5;13812;11.9;0.4;22.9;62.7
1914-03-01;BAS;Basel / Binningen;;;76;973.8;83.6;6912;7.1;-1.5;18.5;72.9
1914-02-01;BAS;Basel / Binningen;;;64;978.7;28.5;6570;3.7;-7.0;15.0;77.8
1914-01-01;BAS;Basel / Binningen;;;74;983.2;51.2;3858;-2.9;-12.0;9.6;80.5
1913-12-01;BAS;Basel / Binningen;;;74;982.9;54.3;3666;2.2;-5.5;11.0;82.4
1913-11-01;BAS;Basel / Binningen;;;79;982.0;108.5;3108;8.3;1.0;17.0;85.1
1913-10-01;BAS;Basel / Binningen;;;62;979.4;48.8;7950;11.3;2.0;20.2;84.2
1913-09-01;BAS;Basel / Binningen;;;58;979.0;75.8;10176;13.9;5.7;24.6;84.3
1913-08-01;BAS;Basel / Binningen;;;52;980.2;86.5;13740;16.7;8.6;27.5;77.4
1913-07-01;BAS;Basel / Binningen;;;67;979.0;52.9;10716;15.8;7.6;27.0;76.2
1913-06-01;BAS;Basel / Binningen;;;66;983.3;74.5;11556;16.5;8.0;28.5;70.9
1913-05-01;BAS;Basel / Binningen;;;58;977.5;84.1;12498;13.5;2.3;28.2;72.4
1913-04-01;BAS;Basel / Binningen;;;67;974.9;49.5;8658;9.0;-4.7;24.7;73.2
1913-03-01;BAS;Basel / Binningen;;;63;981.5;62.0;8021;7.5;-3.4;19.0;73.8
1913-02-01;BAS;Basel / Binningen;;;41;985.3;33.8;9480;2.3;-8.1;12.5;73.2
1913-01-01;BAS;Basel / Binningen;;;71;979.1;45.6;4014;2.7;-2.6;11.0;81.9
1912-12-01;BAS;Basel / Binningen;;;51;985.4;32.8;6756;3.0;-5.7;14.8;83.7
1912-11-01;BAS;Basel / Binningen;;;74;980.4;31.9;3504;3.1;-4.4;13.0;80.3
1912-10-01;BAS;Basel / Binningen;;;71;980.1;94.3;5826;8.6;-2.3;21.9;83.4
1912-09-01;BAS;Basel / Binningen;;;69;983.0;42.6;6258;9.9;0.6;19.5;81.1
1912-08-01;BAS;Basel / Binningen;;;78;977.6;144.9;7554;14.8;8.0;25.8;80.4
1912-07-01;BAS;Basel / Binningen;;;49;978.5;75.4;13572;18.2;8.8;30.0;74.7
1912-06-01;BAS;Basel / Binningen;;;64;978.0;108.5;13614;16.7;8.5;29.5;73.9
1912-05-01;BAS;Basel / Binningen;;;57;979.1;81.9;13722;14.6;0.7;33.0;70.7
1912-04-01;BAS;Basel / Binningen;;;52;980.3;18.9;11868;8.7;-2.9;20.0;64.1
1912-03-01;BAS;Basel / Binningen;;;66;977.1;77.4;8454;8.5;-1.7;22.0;69.6
1912-02-01;BAS;Basel / Binningen;;;66;974.5;47.0;6804;5.1;-18.0;16.5;79.2
1912-01-01;BAS;Basel / Binningen;;;74;979.3;53.5;3935;2.1;-8.0;12.5;81.8
1911-12-01;BAS;Basel / Binningen;;;74;979.3;55.6;3900;4.8;-1.2;14.0;80.2
1911-11-01;BAS;Basel / Binningen;;;75;976.6;73.9;4974;6.2;-1.0;19.9;84.8
1911-10-01;BAS;Basel / Binningen;;;65;979.5;64.2;6570;10.1;0.6;19.5;83.3
1911-09-01;BAS;Basel / Binningen;;;47;982.1;71.7;11736;16.8;7.0;31.9;72.2
1911-08-01;BAS;Basel / Binningen;;;34;980.4;47.7;19248;21.8;10.4;32.8;61.2
1911-07-01;BAS;Basel / Binningen;;;32;983.5;13.3;22140;21.5;9.0;34.5;62.5
1911-06-01;BAS;Basel / Binningen;;;58;981.1;108.3;14274;16.3;7.4;27.6;74.8
1911-05-01;BAS;Basel / Binningen;;;70;976.8;47.5;12072;13.9;3.0;24.0;75.5
1911-04-01;BAS;Basel / Binningen;;;58;978.7;33.1;10938;8.3;-3.4;23.5;68.7
1911-03-01;BAS;Basel / Binningen;;;63;975.2;41.3;7662;5.6;-2.7;19.4;75.5
1911-02-01;BAS;Basel / Binningen;;;67;987.2;36.2;6060;2.3;-10.6;14.0;76.2
1911-01-01;BAS;Basel / Binningen;;;69;988.1;30.8;4884;-2.4;-12.3;5.2;85.4
1910-12-01;BAS;Basel / Binningen;;;76;975.6;67.2;3732;3.9;-4.5;12.0;86.8
1910-11-01;BAS;Basel / Binningen;;;78;971.9;129.7;4008;4.7;-3.5;16.4;80.3
1910-10-01;BAS;Basel / Binningen;;;65;981.0;22.7;7890;10.9;2.7;21.9;85.5
1910-09-01;BAS;Basel / Binningen;;;71;983.2;53.5;8028;12.7;3.7;22.0;86.7
1910-08-01;BAS;Basel / Binningen;;;61;980.0;92.8;14226;17.3;8.6;29.0;79.9
1910-07-01;BAS;Basel / Binningen;;;67;977.5;125.8;14766;16.7;9.0;31.2;79.0
1910-06-01;BAS;Basel / Binningen;;;67;976.9;190.1;13992;16.9;9.5;28.5;77.3
1910-05-01;BAS;Basel / Binningen;;;67;974.3;55.7;12378;12.5;1.0;28.0;73.8
1910-04-01;BAS;Basel / Binningen;;;67;975.6;36.8;9162;8.7;-1.6;22.7;72.1
1910-03-01;BAS;Basel / Binningen;;;55;981.9;11.0;10740;5.6;-3.0;18.2;74.3
1910-02-01;BAS;Basel / Binningen;;;70;975.7;67.5;5808;3.5;-6.8;16.0;78.0
1910-01-01;BAS;Basel / Binningen;;;75;979.3;111.4;4122;2.0;-9.0;12.5;84.1
1909-12-01;BAS;Basel / Binningen;;;80;974.0;68.2;3564;3.9;-4.4;19.0;81.8
1909-11-01;BAS;Basel / Binningen;;;78;978.5;46.1;3756;3.2;-5.4;12.4;86.2
1909-10-01;BAS;Basel / Binningen;;;66;979.6;115.1;8808;11.2;0.9;22.0;86.5
1909-09-01;BAS;Basel / Binningen;;;65;979.6;80.0;10164;13.6;4.6;21.2;85.9
1909-08-01;BAS;Basel / Binningen;;;56;980.6;49.3;13980;17.6;7.4;30.0;78.7
1909-07-01;BAS;Basel / Binningen;;;64;980.2;111.4;13158;16.1;8.7;29.5;79.1
1909-06-01;BAS;Basel / Binningen;;;72;978.0;172.5;12102;15.0;7.1;30.5;78.0
1909-05-01;BAS;Basel / Binningen;;;36;981.6;24.6;20352;13.2;-0.5;30.2;62.8
1909-04-01;BAS;Basel / Binningen;;;44;980.0;51.3;14604;10.7;-1.6;27.0;62.8
1909-03-01;BAS;Basel / Binningen;;;73;967.9;42.0;6996;3.8;-8.0;18.4;72.8
1909-02-01;BAS;Basel / Binningen;;;59;981.0;20.2;7841;-0.6;-11.4;10.4;76.8
1909-01-01;BAS;Basel / Binningen;;;63;985.0;22.1;6546;-1.4;-16.0;12.5;81.7
1908-12-01;BAS;Basel / Binningen;;;81;979.6;33.7;3330;1.4;-12.8;11.0;84.6
1908-11-01;BAS;Basel / Binningen;;;68;982.7;48.5;5304;3.3;-5.9;12.0;85.3
1908-10-01;BAS;Basel / Binningen;;;44;984.8;13.3;11364;9.0;-5.5;21.6;86.3
1908-09-01;BAS;Basel / Binningen;;;58;983.0;112.1;10740;13.6;3.5;24.1;83.8
1908-08-01;BAS;Basel / Binningen;;;52;980.6;74.8;15060;15.9;7.4;27.5;76.6
1908-07-01;BAS;Basel / Binningen;;;56;980.3;166.3;15888;18.4;9.6;34.0;75.8
1908-06-01;BAS;Basel / Binningen;;;55;980.2;62.5;16620;18.8;5.7;30.7;72.3
1908-05-01;BAS;Basel / Binningen;;;62;981.5;106.6;15102;14.9;1.4;28.7;76.4
1908-04-01;BAS;Basel / Binningen;;;74;974.6;49.6;8676;7.2;-1.1;20.2;75.2
1908-03-01;BAS;Basel / Binningen;;;77;977.0;31.2;6450;4.3;-3.5;15.0;75.5
1908-02-01;BAS;Basel / Binningen;;;73;983.2;71.9;4866;1.7;-11.7;10.0;80.8
1908-01-01;BAS;Basel / Binningen;;;51;985.6;25.3;7458;-2.3;-15.0;9.5;82.0
1907-12-01;BAS;Basel / Binningen;;;75;976.5;93.5;3684;3.6;-3.8;14.2;83.8
1907-11-01;BAS;Basel / Binningen;;;79;980.5;11.3;3978;5.7;-3.8;15.5;87.1
1907-10-01;BAS;Basel / Binningen;;;72;974.4;61.0;6036;11.0;2.3;20.5;86.1
1907-09-01;BAS;Basel / Binningen;;;57;982.9;46.4;10650;15.1;5.0;25.5;82.9
1907-08-01;BAS;Basel / Binningen;;;45;982.3;68.6;16218;18.1;8.5;31.0;72.1
1907-07-01;BAS;Basel / Binningen;;;59;980.7;79.3;11646;16.3;6.5;29.7;74.5
1907-06-01;BAS;Basel / Binningen;;;70;979.6;74.3;10110;16.2;5.5;27.0;74.2
1907-05-01;BAS;Basel / Binningen;;;70;977.2;58.9;9222;14.2;0.0;30.0;72.1
1907-04-01;BAS;Basel / Binningen;;;71;971.5;74.6;6594;8.2;-1.4;19.9;73.8
1907-03-01;BAS;Basel / Binningen;;;52;985.0;43.3;9198;4.7;-4.9;17.0;72.1
1907-02-01;BAS;Basel / Binningen;;;75;979.1;35.2;3990;-0.5;-10.5;10.6;81.4
1907-01-01;BAS;Basel / Binningen;;;76;988.8;36.7;2292;-0.1;-18.0;13.0;84.3
1906-12-01;BAS;Basel / Binningen;;;82;977.6;49.7;1260;-0.7;-15.0;10.0;84.0
1906-11-01;BAS;Basel / Binningen;;;80;979.9;108.4;2646;5.9;-3.5;15.0;85.0
1906-10-01;BAS;Basel / Binningen;;;56;978.7;49.0;8880;11.8;3.0;22.0;83.0
1906-09-01;BAS;Basel / Binningen;;;51;984.1;21.9;10704;14.2;0.5;31.0;73.5
1906-08-01;BAS;Basel / Binningen;;;40;982.3;25.5;15593;19.1;8.0;33.0;69.1
1906-07-01;BAS;Basel / Binningen;;;58;980.6;79.5;12336;19.1;7.5;32.5;75.3
1906-06-01;BAS;Basel / Binningen;;;64;981.3;43.5;11166;15.8;4.0;32.5;75.0
1906-05-01;BAS;Basel / Binningen;;;62;975.6;99.1;11046;13.8;2.0;30.9;76.5
1906-04-01;BAS;Basel / Binningen;;;61;979.6;48.5;8928;9.0;-2.0;21.0;70.8
1906-03-01;BAS;Basel / Binningen;;;57;978.2;43.9;8568;4.6;-4.9;19.5;70.2
1906-02-01;BAS;Basel / Binningen;;;78;974.3;55.4;3810;1.4;-6.0;13.1;78.3
1906-01-01;BAS;Basel / Binningen;;;68;983.6;36.4;4590;2.3;-10.5;14.3;76.5
1905-12-01;BAS;Basel / Binningen;;;70;988.0;33.9;2874;1.7;-4.8;11.5;84.9
1905-11-01;BAS;Basel / Binningen;;;80;972.6;72.9;2550;4.5;-4.4;14.7;85.3
1905-10-01;BAS;Basel / Binningen;;;78;979.7;69.2;4602;5.3;-4.0;15.5;82.4
1905-09-01;BAS;Basel / Binningen;;;78;979.2;147.7;6474;14.4;7.5;26.0;85.7
1905-08-01;BAS;Basel / Binningen;;;56;979.1;178.4;12090;18.1;10.0;31.5;78.2
1905-07-01;BAS;Basel / Binningen;;;41;981.1;43.2;18738;21.3;9.3;35.0;67.4
1905-06-01;BAS;Basel / Binningen;;;61;977.5;89.6;12972;17.7;8.0;31.6;72.9
1905-05-01;BAS;Basel / Binningen;;;70;979.1;93.2;9354;12.3;0.6;28.0;74.6
1905-04-01;BAS;Basel / Binningen;;;71;975.0;94.3;7662;9.3;-1.7;21.5;74.2
1905-03-01;BAS;Basel / Binningen;;;76;975.9;60.2;4188;7.0;-0.5;20.5;75.2
1905-02-01;BAS;Basel / Binningen;;;69;985.2;21.4;5358;2.2;-7.0;9.0;81.7
1905-01-01;BAS;Basel / Binningen;;;63;989.0;36.2;5016;-1.5;-19.0;9.0;78.7
1904-12-01;BAS;Basel / Binningen;;;72;980.5;20.8;3036;2.7;-5.0;16.6;84.0
1904-11-01;BAS;Basel / Binningen;;;74;982.1;16.8;3204;3.6;-5.4;14.0;85.3
1904-10-01;BAS;Basel / Binningen;;;77;982.2;30.8;3162;9.8;0.0;18.0;86.5
1904-09-01;BAS;Basel / Binningen;;;69;980.9;91.6;6498;13.1;1.1;23.1;81.2
1904-08-01;BAS;Basel / Binningen;;;47;981.4;51.1;15150;19.0;7.5;32.0;67.5
1904-07-01;BAS;Basel / Binningen;;;42;981.4;8.5;17478;21.6;11.2;33.5;61.8
1904-06-01;BAS;Basel / Binningen;;;63;980.3;43.3;12306;17.4;8.0;32.0;73.5
1904-05-01;BAS;Basel / Binningen;;;63;980.6;77.0;11958;14.7;4.0;30.5;74.1
1904-04-01;BAS;Basel / Binningen;;;73;979.0;58.9;5934;10.9;0.5;27.1;73.0
1904-03-01;BAS;Basel / Binningen;;;78;976.0;39.7;3756;5.0;-3.5;14.5;80.8
1904-02-01;BAS;Basel / Binningen;;;83;970.8;133.5;2286;3.4;-7.4;12.5;78.1
1904-01-01;BAS;Basel / Binningen;;;72;982.0;30.6;2412;-0.3;-10.6;13.0;83.6
1903-12-01;BAS;Basel / Binningen;;;83;973.7;41.3;522;0.7;-8.0;7.6;84.2
1903-11-01;BAS;Basel / Binningen;;;86;981.1;52.0;2142;5.6;-0.5;12.0;85.9
1903-10-01;BAS;Basel / Binningen;;;68;976.9;74.2;6768;11.1;0.0;24.0;80.6
1903-09-01;BAS;Basel / Binningen;;;56;982.2;43.3;10512;15.0;4.5;30.0;80.5
1903-08-01;BAS;Basel / Binningen;;;57;980.8;70.7;12252;17.5;8.0;29.0;75.8
1903-07-01;BAS;Basel / Binningen;;;62;979.8;69.1;9948;17.4;9.0;29.5;75.0
1903-06-01;BAS;Basel / Binningen;;;74;977.5;98.2;7554;15.3;7.0;31.5;76.3
1903-05-01;BAS;Basel / Binningen;;;55;976.5;60.2;12726;13.5;2.0;28.0;70.5
1903-04-01;BAS;Basel / Binningen;;;82;974.7;50.8;4506;6.3;-1.5;18.0;72.9
1903-03-01;BAS;Basel / Binningen;;;60;981.2;30.6;8412;7.3;-2.0;22.0;68.2
1903-02-01;BAS;Basel / Binningen;;;58;989.6;18.9;6432;4.1;-5.5;22.0;74.5
1903-01-01;BAS;Basel / Binningen;;;64;984.2;41.1;3516;0.8;-9.5;14.0;81.1
1902-12-01;BAS;Basel / Binningen;;;78;982.6;76.3;2598;0.2;-12.0;12.6;85.0
1902-11-01;BAS;Basel / Binningen;;;81;978.3;33.8;3282;3.5;-10.0;12.5;84.9
1902-10-01;BAS;Basel / Binningen;;;85;979.7;84.8;2718;8.9;0.5;17.5;87.4
1902-09-01;BAS;Basel / Binningen;;;62;981.6;52.2;8418;14.0;3.5;28.5;82.0
1902-08-01;BAS;Basel / Binningen;;;68;979.5;92.0;10050;17.0;6.0;31.0;79.2
1902-07-01;BAS;Basel / Binningen;;;56;981.0;155.6;14136;18.9;7.0;34.5;67.6
1902-06-01;BAS;Basel / Binningen;;;63;977.8;36.8;10788;16.2;6.5;30.0;70.7
1902-05-01;BAS;Basel / Binningen;;;75;977.9;64.1;7026;10.1;0.5;28.0;74.2
1902-04-01;BAS;Basel / Binningen;;;70;976.0;48.3;7721;11.3;-1.0;22.5;75.1
1902-03-01;BAS;Basel / Binningen;;;65;976.8;50.9;7488;6.0;-3.5;18.0;73.0
1902-02-01;BAS;Basel / Binningen;;;84;973.4;75.5;2676;1.3;-5.4;12.5;80.9
1902-01-01;BAS;Basel / Binningen;;;75;986.1;25.6;3702;2.3;-6.0;12.5;83.7
1901-12-01;BAS;Basel / Binningen;;;88;972.6;56.9;1296;2.6;-4.0;12.0;83.1
1901-11-01;BAS;Basel / Binningen;;;76;984.2;34.1;4272;2.8;-4.8;14.5;79.9
1901-10-01;BAS;Basel / Binningen;;;75;977.6;54.4;5022;9.6;0.5;20.5;84.9
1901-09-01;BAS;Basel / Binningen;;;76;976.9;121.1;5682;14.8;7.0;25.0;86.3
1901-08-01;BAS;Basel / Binningen;;;58;981.5;96.5;10824;16.8;6.5;29.0;80.2
1901-07-01;BAS;Basel / Binningen;;;56;979.1;69.6;13884;19.4;10.0;30.0;72.4
1901-06-01;BAS;Basel / Binningen;;;57;980.6;149.2;12972;17.3;6.0;32.0;75.9
1901-05-01;BAS;Basel / Binningen;;;52;978.8;23.5;13806;14.3;2.5;30.8;69.4
1901-04-01;BAS;Basel / Binningen;;;65;977.6;126.5;7998;9.9;-0.5;20.5;73.4
1901-03-01;BAS;Basel / Binningen;;;80;971.3;58.6;4110;3.9;-5.5;14.5;79.5
1901-02-01;BAS;Basel / Binningen;;;70;979.0;34.6;4260;-3.1;-17.0;11.0;52.1
1901-01-01;BAS;Basel / Binningen;;;60;983.7;41.4;3324;-1.2;-14.0;9.5;93.0
