gemeinde;bezirk;nationalitaet;konfession;anzahl_personen;prozent_personen
Reigoldswil;Bezirk Waldenburg;Schweiz;Christkatholisch;2;6.601008634119293e-6
Reigoldswil;Bezirk Waldenburg;Schweiz;Unbekannt;537;0.0017723708182610302
Reigoldswil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;19;6.270958202413329e-5
Reigoldswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;25;8.251260792649117e-5
Reigoldswil;Bezirk Waldenburg;Ausland;Unbekannt;170;5.610857339001399e-4
Titterten;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;208;6.865048979484065e-4
Titterten;Bezirk Waldenburg;Schweiz;Römisch-katholisch;25;8.251260792649117e-5
Titterten;Bezirk Waldenburg;Schweiz;Unbekannt;160;5.280806907295434e-4
Titterten;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6502521585298232e-5
Titterten;Bezirk Waldenburg;Ausland;Römisch-katholisch;6;1.9803025902357882e-5
Titterten;Bezirk Waldenburg;Ausland;Unbekannt;42;1.3862118131650517e-4
Waldenburg;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;306;0.0010099543210202518
Waldenburg;Bezirk Waldenburg;Schweiz;Römisch-katholisch;121;3.9936102236421724e-4
Waldenburg;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Waldenburg;Bezirk Waldenburg;Schweiz;Unbekannt;340;0.0011221714678002798
Waldenburg;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;19;6.270958202413329e-5
Waldenburg;Bezirk Waldenburg;Ausland;Römisch-katholisch;111;3.663559791936208e-4
Waldenburg;Bezirk Waldenburg;Ausland;Christkatholisch;1;3.3005043170596467e-6
Waldenburg;Bezirk Waldenburg;Ausland;Unbekannt;263;8.680326353866871e-4
